year,division,gender,event_code,place,athlete,class_year,team,time,meet,meet_date,qualifying_cutoff,qualifies
2011,D1,women,100,24,"Anderson, Shawna",,Oklahoma,11.31,Michael Johnson Classic,"Apr 23, 2011",48,True
2011,D1,women,100,27,"Davis, Darshay",,Florida,11.32,SEC Championships,"May 11, 2011",48,True
2011,D1,women,100,28,"Pemberton, Marecia",,Florida State,11.34,FSU Seminole Invitational,"Apr 8, 2011",48,True
2011,D1,women,100,29,"Paul, Sheila",JR-3,UCF,11.35,Conference USA Outdoor Championships,"May 12, 2011",48,True
2011,D1,women,100,30,"Edgerson, Jasmine",JR,Clemson,11.36,ACC Outdoor Track & Field Championships,"Apr 21, 2011",48,True
2011,D1,women,100,31,"McReynolds, Tiffani",,Baylor,11.37,Michael Johnson Classic,"Apr 23, 2011",48,True
2011,D1,women,100,31,"Alexander, Erica",,Texas Tech,11.37,Texas Tech Invitational,"Apr 2, 2011",48,True
2011,D1,women,100,33,"White, Mandy",SR-4,Oregon,11.39,PAC-10 Championships,"May 6, 2011",48,True
2011,D1,women,100,33,"Nembhard, Georgina",SR-4,Georgia,11.39,SEC Championships,"May 11, 2011",48,True
2011,D1,women,100,33,"Sylvester, Toshika",FR-1,LSU,11.39,LSU Alumni Gold,"Apr 23, 2011",48,True
2011,D1,women,100,36,"Glenn, Gabrielle",SR-4,South Carolina,11.41,SEC Championships,"May 11, 2011",48,True
2011,D1,women,100,37,"Goodman, Chalonda",SO-2,Texas,11.42,2011 Clyde Littlefield Texas Relays,"Apr 6, 2011",48,True
2011,D1,women,100,37,"Ozoh, Lawreta",SO-2,San Diego St.,11.42,Oxy Invitational,"May 7, 2011",48,True
2011,D1,women,100,39,"Claiborne, Shanneka",SR,Norfolk State,11.43,MEAC Outdoor Championships,"May 5, 2011",48,True
2011,D1,women,100,39,"Okwaro, Francesca",SR-4,Texas Southern,11.43,SWAC Outdoor Championship,"Apr 29, 2011",48,True
2011,D1,women,100,39,"Harris, Whitney",,Houston,11.43,Conference USA Outdoor Championships,"May 12, 2011",48,True
2011,D1,women,100,42,"Booker, Dominique",JR,UCF,11.45,Conference USA Outdoor Championships,"May 12, 2011",48,True
2011,D1,women,100,42,"Payne, Aareon",SR,USC,11.45,UCLA vs USC,"Apr 30, 2011",48,True
2011,D1,women,100,44,"Peter, Allison",FR-1,Texas,11.46,2011 Clyde Littlefield Texas Relays,"Apr 6, 2011",48,True
2011,D1,women,100,44,"Mcnary, Madison",,Ohio State,11.46,Big Ten Conference Championship,"May 13, 2011",48,True
2011,D1,women,100,46,"George, Tiffany",FR-1,Tulane,11.47,LSU Alumni Gold,"Apr 23, 2011",48,True
2011,D1,women,100,46,"Laarman, Loudia",,USC,11.47,2011 Clyde Littlefield Texas Relays,"Apr 6, 2011",48,True
2011,D1,women,100,46,"Atkins, Joanna",SR-4,Auburn,11.47,Mississippi Open,"Apr 23, 2011",48,True
2011,D1,women,100,49,"Layne, Lynne",SR-4,UCF,11.48,UF Tom Jones Memorial,"Apr 16, 2011",48,False
2011,D1,women,100,50,"Rodgers, Kasey",SR,Tulane,11.49,LSU Relays,"Mar 25, 2011",48,False
2011,D1,women,100,50,"Hendricks, Shataya",JR-3,Stanford,11.49,Cal vs. Stanford Big Meet,"Apr 16, 2011",48,False
2011,D1,women,100,50,"Beard, Jessica",SR-4,Texas A&M,11.49,UF Tom Jones Memorial,"Apr 16, 2011",48,False
2011,D1,women,100,53,"Wells, Sherine",SR,Oklahoma,11.5,Michael Johnson Classic,"Apr 23, 2011",48,False
2011,D1,women,100,53,"Sanchez, Kayla",SR,Arizona State,11.5,2011 Sun Devil Open,"Apr 22, 2011",48,False
2011,D1,women,100,53,"Robinson, Tamika",SR-4,Illinois,11.5,Big Ten Conference Championship,"May 13, 2011",48,False
2011,D1,women,100,56,"Sykes, Chesna",JR,Ohio State,11.51,Big Ten Conference Championship,"May 13, 2011",48,False
2011,D1,women,100,56,"Moore, Audacia",SR,Wichita State,11.51,2011 MVC Outdoor Track and Field Championships,"May 13, 2011",48,False
2011,D1,women,100,58,"Lawson, Krystin",JR-3,N. Carolina A&T,11.52,MEAC Outdoor Championships,"May 5, 2011",48,False
2011,D1,women,100,58,"Oliver, Laveeta",SR,Jacksonville St.,11.52,Boston-Moon Collegiate Classic,"Apr 9, 2011",48,False
2011,D1,women,100,60,"Okoroji, Chimerem",SR,Minnesota,11.53,Big Ten Conference Championship,"May 13, 2011",48,False
2011,D1,women,100,60,"Thomas, Tara",,Texas Tech,11.53,Texas Tech Invitational,"Apr 2, 2011",48,False
2011,D1,women,100,60,"Burse, Natasha",SR-4,Cincinnati,11.53,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,False
2011,D1,women,100,60,"Linson, Nakia",FR-1,Florida A&M,11.53,"Troy's Coach ""O"" Invitational","Apr 23, 2011",48,False
2011,D1,women,100,60,"McCoy, Ashley",,N.C. Central,11.53,International Friendship & Freedom Games,"Apr 15, 2011",48,False
2011,D1,women,100,60,"Hayes, Dionna",SR,VCU,11.53,Vanderbilt Invitational,"Apr 22, 2011",48,False
2011,D1,women,100,60,"Lee, Latrice",,Alabama State,11.53,SWAC Outdoor Championship,"Apr 29, 2011",48,False
2011,D1,women,100,60,"Dixon-Smith, Brittni",SR,Stanford,11.53,PAC-10 Championships,"May 6, 2011",48,False
2011,D1,women,100,68,"Lauderdale, Dominique",SR-4,Washington,11.54,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,100,68,"Harris, Amy",JR-3,Florida State,11.54,FSU Twilight,"May 6, 2011",48,False
2011,D1,women,100,68,"Nelvis, Sharika",,Arkansas State,11.54,Memphis Invitational,"Apr 30, 2011",48,False
2011,D1,women,100,68,"Udoh, Christy",FR-1,Texas,11.54,Michael Johnson Classic,"Apr 23, 2011",48,False
2011,D1,women,100,72,"Owusu-Agyapong, Flings",SR,Syracuse,11.55,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,False
2011,D1,women,100,72,"Kershaw, LaShandra",SR-4,Memphis,11.55,Ole Miss Invitational,"Apr 9, 2011",48,False
2011,D1,women,100,72,"Fortune, Quina",SR-4,VCU,11.55,Vanderbilt Invitational,"Apr 22, 2011",48,False
2011,D1,women,100,72,"Kiernan, Louise",SR-4,Jacksonville,11.55,Atlantic Sun Conference Championship,"Apr 15, 2011",48,False
2011,D1,women,100,76,"McCaleb, Richesa",SR-4,Mississippi St.,11.56,2011 Clyde Littlefield Texas Relays,"Apr 6, 2011",48,False
2011,D1,women,100,76,"Walton, Shelby",JR-3,Boston U.,11.56,America East Outdoor Track & Field Championships,"May 7, 2011",48,False
2011,D1,women,100,78,"Jones, Veronica",,TCU,11.57,TCU Invitational,"Mar 18, 2011",48,False
2011,D1,women,100,78,"Carter, Kori",,Stanford,11.57,Brutus Hamilton Invitational,"Apr 23, 2011",48,False
2011,D1,women,100,80,"Levingston, Carissa",,Stanford,11.58,PAC-10 Championships,"May 6, 2011",48,False
2011,D1,women,100,80,"Alabi, Funmi",,Virginia Tech,11.58,Clemson Tiger Qualifier,"May 13, 2011",48,False
2011,D1,women,100,80,"Short, Ciara",SR-4,Cal St. Fullerton,11.58,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,100,83,"King, Karene",SR-4,Portland State,11.59,Big Sky Outdoor Track & Field Championships,"May 11, 2011",48,False
2011,D1,women,100,83,"Pearson, Natalie",SR-4,UNC-Asheville,11.59,Charlotte 49er Classic,"Mar 17, 2011",48,False
2011,D1,women,100,85,"Garrett, Cherrelle",SR-4,California,11.6,Brutus Hamilton Invitational,"Apr 23, 2011",48,False
2011,D1,women,100,85,"CALHOUN, SAMANTHA",JR-3,Nicholls State,11.6,Southland Conference Championships,"May 13, 2011",48,False
2011,D1,women,100,85,"Hunter, Jhorden",,UTSA,11.6,Trinity Alumni Classic,"Apr 1, 2011",48,False
2011,D1,women,100,88,"Stewart, LaKeidra",SO-2,Texas A&M,11.61,Michael Johnson Classic,"Apr 23, 2011",48,False
2011,D1,women,100,88,"Blok, Emily",SO-2,UNLV,11.61,Mountain West Outdoor Track & Field Championships,"May 11, 2011",48,False
2011,D1,women,100,88,"Blaylock, Brittany",SR-4,North Texas,11.61,UTA Bobby Lane Invitational,"Apr 2, 2011",48,False
2011,D1,women,100,91,"Evans, Amber",SR,SMU,11.62,North Texas Classic,"Mar 26, 2011",48,False
2011,D1,women,100,91,"Kimbers, Amanda",,Georgetown,11.62,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,False
2011,D1,women,100,93,"Morris, Misha",JR-3,Clemson,11.63,Clemson Tiger Qualifier,"May 13, 2011",48,False
2011,D1,women,100,93,"Williams, Jasmine",,Mississippi,11.63,Ole Miss Invitational,"Apr 9, 2011",48,False
2011,D1,women,100,93,"Llewellyn, Shantel",SR-4,Missouri State,11.63,2011 MVC Outdoor Track and Field Championships,"May 13, 2011",48,False
2010,D1,men,100,1,"Williams, Teddy",SR-4,UTSA,10.03,Southland Conference Outdoor Championships,"May 14, 2010",48,True
2010,D1,men,100,1,"Rowland, Marcus",SR,Auburn,10.03,Auburn Tiger Track Classic,"Apr 2, 2010",48,True
2010,D1,men,100,3,"Demps, Jeff",SR,Florida,10.06,SEC Outdoor Track & Field Championships,"May 13, 2010",48,True
2010,D1,men,100,4,"Rashad, Ahmad",SR-4,USC,10.08,52nd Annual Mt. SAC Relays,"Apr 15, 2010",48,True
2010,D1,men,100,5,"Mitchell, Maurice",SO-2,Florida State,10.11,ACC Outdoor Championships,"Apr 15, 2010",48,True
2010,D1,men,100,6,"Phiri, Gerald",JR-3,Texas A&M,10.13,Big 12 Championships,"May 14, 2010",48,True
2010,D1,men,100,6,"Walker, Justin",,Northwestern St.,10.13,Northwestern State Invitational,"May 1, 2010",48,True
2010,D1,men,100,8,"Gray, Cordero",SR,Texas-Arlington,10.16,Southland Conference Outdoor Championships,"May 14, 2010",48,True
2010,D1,men,100,9,"Adams, Harry",,Auburn,10.17,Georgia Tech Yellow Jacket Invitational,"Mar 26, 2010",48,True
2010,D1,men,100,9,"Young, Javon",SO-2,Charleston Southern,10.17,2010 Florida Relays,"Apr 2, 2010",48,True
2010,D1,men,100,11,"Eaton, Ashton",SR-4,Oregon,10.19,Pac-10 Track & Field Championships,"May 15, 2010",48,True
2010,D1,men,100,11,"Sorrillo, Rondel",SR-4,Kentucky,10.19,SEC Outdoor Track & Field Championships,"May 13, 2010",48,True
2010,D1,men,100,13,"Alaka, James",FR-1,Washington,10.22,UW vs. WSU,"May 1, 2010",48,True
2010,D1,men,100,13,"Ambrose, Luther",SR,UL-Monroe,10.22,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010",48,True
2010,D1,men,100,15,"Wells, Evander",SR-4,Tennessee,10.24,SEC Outdoor Track & Field Championships,"May 13, 2010",48,True
2010,D1,men,100,15,"Grover, Shannon",SR,SE Louisiana,10.24,Northwestern State Invitational,"May 1, 2010",48,True
2010,D1,men,100,17,"Salaam, Rakieem",JR,Oklahoma,10.25,Big 12 Championships,"May 14, 2010",48,True
2010,D1,men,100,18,"Monal, Duronal",SR-4,East Tenn. St.,10.26,Tennessee Invitational,"May 8, 2010",48,True
2010,D1,men,100,19,"Newman, Calesio",SR-4,N. Carolina A&T,10.27,MEAC Outdoor Championships,"May 6, 2010",48,True
2010,D1,men,100,19,"Silmon, Charles",SR,TCU,10.27,Mountain West Outdoor Track & Field Championships,"May 12, 2010",48,True
2010,D1,men,100,21,"Juin, Jonathan",,Mississippi,10.28,2010 Florida Relays,"Apr 2, 2010",48,True
2010,D1,men,100,22,"Granger, Michael",,Mississippi,10.29,SEC Outdoor Track & Field Championships,"May 13, 2010",48,True
2010,D1,men,100,23,"Arajs, Ronalds",SR-4,UTEP,10.3,Conference USA Outdoor Championships,"May 13, 2010",48,True
2010,D1,men,100,23,"Wilks, Terrell",SR,Florida,10.3,SEC Outdoor Track & Field Championships,"May 13, 2010",48,True
2010,D1,men,100,23,"Hall, Jeremy",SR,Florida,10.3,2010 Florida Relays,"Apr 2, 2010",48,True
2010,D1,men,100,23,"Henderson, Markus",SR,Texas Tech,10.3,Texas Tech vs. Nebraska Dual Meet,"May 1, 2010",48,True
2010,D1,men,100,27,"Stevenson, Kyle",SR,Tennessee,10.32,SEC Outdoor Track & Field Championships,"May 13, 2010",48,True
2010,D1,men,100,28,"Danns, Dax",SR-4,Nebraska,10.33,Texas Tech vs. Nebraska Dual Meet,"May 1, 2010",48,True
2010,D1,men,100,28,"Pyrtle, Mike",JR-3,Utah State,10.33,2010 Western Athletic Conference Championships,"May 12, 2010",48,True
2010,D1,men,100,28,"Jurgilas, Martynas",,Kansas State,10.33,Big 12 Championships,"May 14, 2010",48,True
2010,D1,men,100,31,"Hill, Jerel",SR-4,LSU,10.34,Miami Hurricane Alumni Invitational,"Apr 10, 2010",48,True
2010,D1,men,100,31,"May, Kendall",SR,Mississippi St.,10.34,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010",48,True
2010,D1,men,100,33,"Sales, Antonio",SR,South Carolina,10.35,2010 International Friendship & Freedom Game,"Apr 17, 2010",48,True
2010,D1,men,100,33,"Dodson, Jeremy",SR-4,Colorado,10.35,Big 12 Championships,"May 14, 2010",48,True
2010,D1,men,100,35,"Thomas, Lamaar",SO-2,New Mexico,10.36,Mountain West Outdoor Track & Field Championships,"May 12, 2010",48,True
2010,D1,men,100,36,"Mitchell, Curtis",SO-2,Texas A&M,10.37,Big 12 Championships,"May 14, 2010",48,True
2010,D1,men,100,36,"Freeman, Neko",,Troy,10.37,Sun Belt Outdoor Track & Field Championships,"May 7, 2010",48,True
2010,D1,men,100,36,"Ambler, David",FR-1,Florida State,10.37,USF Bulls Invitational,"Mar 19, 2010",48,True
2010,D1,men,100,39,"Jordan, Sam",SR,Charlotte,10.38,Charlotte Invitational,"Apr 17, 2010",48,True
2010,D1,men,100,39,"Ricks, Keith",SR,Virginia Tech,10.38,2010 Florida Relays,"Apr 2, 2010",48,True
2010,D1,men,100,39,"Mullings, Dwight",SR-4,Mississippi St.,10.38,25th Jesse Owens Track Classic,"Apr 30, 2010",48,True
2010,D1,men,100,42,"Adeniyan, Suji",SR,UTEP,10.39,UNM Don Kirby Invitational,"May 1, 2010",48,True
2010,D1,men,100,42,"Mitchell, Kenny",SR-4,Georgetown,10.39,31st Sun Angel Track Classic - University,"Apr 8, 2010",48,True
2010,D1,men,100,42,"Trice, Lawrence",SR-4,Arizona State,10.39,Double Dual (ASU-NAU-UA),"May 1, 2010",48,True
2010,D1,men,100,45,"Rhodes, Trevante",SR,Texas,10.4,Arkansas vs. Texas,"Apr 17, 2010",48,True
2010,D1,men,100,45,"Harts, Trey",SR-4,Baylor,10.4,Texas Invite,"May 1, 2010",48,True
2010,D1,men,100,45,"Benjamin, Travis",JR,Miami,10.4,ACC Outdoor Championships,"Apr 15, 2010",48,True
2010,D1,men,100,48,"Smellie, Gavin",SR-4,Western Kentucky,10.41,Sun Belt Outdoor Track & Field Championships,"May 7, 2010",48,True
2010,D1,men,100,48,"Dungey, Mychal",SR,TCU,10.41,Mountain West Outdoor Track & Field Championships,"May 12, 2010",48,True
2010,D1,men,100,48,"Laryea-Akrong, Allah",,Utah Valley,10.41,Eccles Coliseum Spring Collegiate Meet,"May 1, 2010",48,True
2010,D1,men,100,51,"Anderson, Aaron",JR-3,Hampton,10.42,MEAC Outdoor Championships,"May 6, 2010",48,False
2010,D1,men,100,51,"Ike, Bradley",SR-4,Cal St. Northridge,10.42,Big West Conference Track & Field Championships,"May 14, 2010",48,False
2010,D1,men,100,51,"Jadusingh, Ray",SR-4,Alabama,10.42,2010 Florida Relays,"Apr 2, 2010",48,False
2010,D1,men,100,54,"Goodwin, Marquise",,Texas,10.43,Arkansas vs. Texas,"Apr 17, 2010",48,False
2010,D1,men,100,54,"Aje, Kevin",SR,Texas State,10.43,Southland Conference Outdoor Championships,"May 14, 2010",48,False
2010,D1,men,100,54,"Murdock, Justin",SR,Clemson,10.43,ACC Outdoor Championships,"Apr 15, 2010",48,False
2010,D1,men,100,54,"Prevost, Whitney",SR,Baylor,10.43,Texas Invite,"May 1, 2010",48,False
2010,D1,men,100,54,"LeBlanc, Michael",SR-4,Syracuse,10.43,31st Sun Angel Track Classic - University,"Apr 8, 2010",48,False
2010,D1,men,100,59,"Bonde, Marvin",SR,Oral Roberts,10.44,Summit League Outdoor Track & Field Championships,"May 13, 2010",48,False
2010,D1,men,100,59,"Dawson, Skye",SR,TCU,10.44,Mountain West Outdoor Track & Field Championships,"May 12, 2010",48,False
2010,D1,men,100,59,"Johnson, Johnathan",FR-1,LSU,10.44,LSU Relays (College/Open),"Mar 26, 2010",48,False
2010,D1,men,100,59,"Burns, Demond",SR,Arkansas-Little Rock,10.44,Sun Belt Outdoor Track & Field Championships,"May 7, 2010",48,False
2010,D1,men,100,59,"Mungwari, Lionel",,Texas-Arlington,10.44,Northwestern State Invitational,"May 1, 2010",48,False
2010,D1,men,100,59,"Barnes, Mark",SO-2,TCU,10.44,Mountain West Outdoor Track & Field Championships,"May 12, 2010",48,False
2010,D1,men,100,65,"Ruffin, Rachaunn",SO-2,George Mason,10.45,Raleigh Relays,"Mar 26, 2010",48,False
2010,D1,men,100,65,"McGhee, Payton",SR,Troy,10.45,Sun Belt Outdoor Track & Field Championships,"May 7, 2010",48,False
2010,D1,men,100,65,"Stewart, Kevin",JR-3,Louisiana Tech,10.45,2010 Western Athletic Conference Championships,"May 12, 2010",48,False
2010,D1,men,100,65,"Redrick, Philip",JR,Texas Southern,10.45,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010",48,False
2010,D1,men,100,69,"Moore, Larrone",JR-3,Delaware State,10.46,MEAC Outdoor Championships,"May 6, 2010",48,False
2010,D1,men,100,69,"DeHaven, Michael",JR-3,Auburn,10.46,Auburn War Eagle Invitational,"Apr 16, 2010",48,False
2010,D1,men,100,69,"Howell, Tran",SR,Texas A&M,10.46,Big 12 Championships,"May 14, 2010",48,False
2010,D1,men,100,72,"Harris, Eric",FR-1,Georgia,10.47,Georgia Tech Yellow Jacket Invitational,"Mar 26, 2010",48,False
2010,D1,men,100,72,"Murray, Marlon",JR-3,Washington St.,10.47,Pac-10 Track & Field Championships,"May 15, 2010",48,False
2010,D1,men,100,72,"Dixon, Reggie",SR,Hampton,10.47,MEAC Outdoor Championships,"May 6, 2010",48,False
2010,D1,men,100,72,"Lemon, Aubrey",SR-4,South Carolina St.,10.47,MEAC Outdoor Championships,"May 6, 2010",48,False
2010,D1,men,100,76,"Reese, Reggie",SR-4,North Carolina St.,10.48,Tony Waldrop Tar Heel Invitational,"May 8, 2010",48,False
2010,D1,men,100,76,"Fraser, Warren",JR,Clemson,10.48,ACC Outdoor Championships,"Apr 15, 2010",48,False
2010,D1,men,100,76,"Gray, Jarryd",SR-4,Prairie View,10.48,2010 SWAC Track and Field Outdoor Championship,"Apr 29, 2010",48,False
2010,D1,men,100,76,"Butler, LaShawn",JR-3,Arkansas,10.48,Arkansas Twilight,"Apr 30, 2010",48,False
2010,D1,men,100,76,"McLeod, Antonio",SR,Troy,10.48,FSU Relays,"Mar 25, 2010",48,False
2010,D1,men,100,81,"Michel, Stephen",SR,Wyoming,10.49,Mountain West Outdoor Track & Field Championships,"May 12, 2010",48,False
2010,D1,men,100,81,"Cherry, D'Angelo",SR,Mississippi St.,10.49,Auburn War Eagle Invitational,"Apr 16, 2010",48,False
2010,D1,men,100,81,"Sweeney, Isaiah",SR,Houston,10.49,Conference USA Outdoor Championships,"May 13, 2010",48,False
2010,D1,men,100,81,"Arukwe, Stanley",,Troy,10.49,USA Invitational,"Apr 10, 2010",48,False
2010,D1,men,100,81,"Herrera, Taylor",FR-1,Cal Poly,10.49,Cal Poly Dual Meet,"May 1, 2010",48,False
2010,D1,men,100,81,"Boey, Zye",SR,Eastern Illinois,10.49,Ohio Valley Conference Championship,"Apr 30, 2010",48,False
2010,D1,men,100,81,"Smith, Jeff",SR-4,Boston College,10.49,ACC Outdoor Championships,"Apr 15, 2010",48,False
2010,D1,men,100,81,"Lawrence, Torrin",SO-2,Georgia,10.49,Georgia vs. Georgia Tech,"Mar 20, 2010",48,False
2010,D1,men,100,89,"Gauntlett, Akheem",SO-2,Maryland-Eastern Shore,10.5,Wake Forest Open,"Mar 19, 2010",48,False
2010,D1,men,100,89,"Hornsby, Greg",,Washington St.,10.5,UW vs. WSU,"May 1, 2010",48,False
2010,D1,men,100,89,"Akinkuotu, A'Tolani",SR-4,North Carolina St.,10.5,Charlotte 49er Classic,"Mar 18, 2010",48,False
2010,D1,men,100,89,"Graphenreed, Anton",SR,South Alabama,10.5,Battle of I-10 Tri-Meet,"Mar 27, 2010",48,False
2010,D1,men,100,89,"Blanshan, Brett",,Washington St.,10.5,UW vs. WSU,"May 1, 2010",48,False
2010,D1,men,100,89,"Allen, Clint",SR,Eastern Michigan,10.5,Mid-American Conference Outdoor Championships,"May 13, 2010",48,False
2010,D1,men,100,89,"Fontus, Gregory",SR-4,South Florida,10.5,USF Bulls Invitational,"Mar 19, 2010",48,False
2010,D1,men,100,96,"Boyd, Jheranie",FR-1,North Carolina,10.51,ACC Outdoor Championships,"Apr 15, 2010",48,False
2025,D2,women,200,1,"Brown, Alexis",JR-3,Lenoir-Rhyne,22.67,Raleigh Relays,"Mar 27, 2025",22,True
2025,D2,women,200,2,"Farrington, Collinique",JR-3,Southwest Baptist,23.0,Southwest Baptist Invitational,"Mar 27, 2025",22,True
2025,D2,women,200,3,"Gaines, Diandrenique",SR-4,Pittsburg St.,23.06,MIAA Outdoor Championships,"May 2, 2025",22,True
2025,D2,women,200,4,"Akintoye, Blessing",SO-2,West Texas A&M,23.15,Jo Meaker Classic and Multi,"Apr 10, 2025",22,True
2025,D2,women,200,5,"Taylor, Jordan",SR-4,Findlay,23.23,G-MAC Outdoor Track & Field Championships,"Apr 30, 2025",22,True
2025,D2,women,200,6,"Weatherford, Amari",SR-4,CSUSB,23.24,2025 CCAA Track & Field Championships / Pollo Campero,"May 1, 2025",22,True
2025,D2,women,200,7,"George, Shantae",SR-4,Lincoln (Mo.),23.27,GLVC Track and Field Championships,"May 1, 2025",22,True
2025,D2,women,200,8,"Smith, Leah",SO-2,Findlay,23.28,G-MAC Outdoor Track & Field Championships,"Apr 30, 2025",22,True
2025,D2,women,200,9,"Barrett, Ashley",SO-2,New Mexico Highlands,23.3,2025 RMAC Outdoor Track & Field Championship,"Apr 25, 2025",22,True
2025,D2,women,200,9,"Hunt, Hailey",SR-4,CSUSB,23.3,2025 CCAA Track & Field Championships / Pollo Campero,"May 1, 2025",22,True
2025,D2,women,200,11,"Acheampong, Deborah",SO-2,West Texas A&M,23.31,West Texas Relays,"Mar 21, 2025",22,True
2025,D2,women,200,12,"Copeland, Sariyah",SR-4,Fresno Pacific,23.36,APU Franson Last Chance,"May 8, 2025",22,True
2025,D2,women,200,13,"Cleare, Laila",JR-3,U-Mary,23.38,U-Mary Senior Day Open,"Apr 27, 2025",22,True
2025,D2,women,200,13,"Cannan, Emma",JR-3,Simon Fraser,23.38,2025 Pee Wee Halsell Invitational,"Apr 25, 2025",22,True
2025,D2,women,200,13,"Walrond, Tionce",SO-2,U-Mary,23.38,Yellowjackets Open,"Mar 27, 2025",22,True
2025,D2,women,200,16,"Hollis, E'lexis",SR-4,Central Washington,23.41,2025 Pee Wee Halsell Invitational,"Apr 25, 2025",22,True
2025,D2,women,200,16,"Dean, Stephanique",SO-2,Southwest Baptist,23.41,Southwest Baptist Invitational,"Mar 27, 2025",22,True
2025,D2,women,200,18,"Hart, Jahzara",JR-3,Tusculum,23.43,2025 Aggie Invitational,"Apr 18, 2025",22,True
2025,D2,women,200,18,"Cray, Cadence",SO-2,Albany State,23.43,SIAC TRACK AND FIELD CHAMPIONSHIPS 2025,"Apr 23, 2025",22,True
2025,D2,women,200,20,"Massiah, Sakena",SR-4,U-Mary,23.44,Yellowjackets Open,"Mar 27, 2025",22,True
2025,D2,women,200,20,"Wyman, Faith",SR-4,Lewis,23.44,St. Francis Fighting Chance Invite,"May 9, 2025",22,True
2025,D2,women,200,22,"Morgan, Jamiya",SR-4,Pittsburg St.,23.51,MIAA Outdoor Championships,"May 2, 2025",22,True
2025,D2,women,200,23,"Nwaelehia, Peace",FR-1,West Texas A&M,23.53,Jo Meaker Classic and Multi,"Apr 10, 2025",22,False
2025,D2,women,200,24,"Green, Brianna",SR-4,Fresno Pacific,23.59,Fresno Pacific Sunbird Invitational,"Feb 22, 2025",22,False
2025,D2,women,200,25,"Christopher, Cynai",SR-4,TAMU-Kingsville,23.62,2025 UTSA Invitational,"Mar 21, 2025",22,False
2025,D2,women,200,26,"Balikis, Yakubu",SR-4,West Alabama,23.67,2025 Mike McMillan Twilight,"Apr 25, 2025",22,False
2025,D2,women,200,26,"Alejandro-Ortiz , Damyja",JR-3,Lenoir-Rhyne,23.67,South Atlantic Conference Championship,"Apr 30, 2025",22,False
2025,D2,women,200,28,"Salisbury, Anna",SR-4,Lubbock Christian,23.68,Jo Meaker Classic and Multi,"Apr 10, 2025",22,False
2025,D2,women,200,28,"Harris, Futoria",FR-1,Mount Olive,23.68,Alan Connie Shamrock Invitational,"Mar 20, 2025",22,False
2025,D2,women,200,30,"Heckstall, Aniya",JR-3,Barton,23.7,2025 Mount Olive First Chance,"May 8, 2025",22,False
2025,D2,women,200,31,"Scarlett, Grizell",SO-2,Eastern New Mexico,23.72,2025 Lone Star Outdoor Track & Field Championships,"May 1, 2025",22,False
2025,D2,women,200,32,"Foster , Asia",JR-3,Oklahoma Baptist,23.74,2025 GAC Outdoor Championships,"Apr 30, 2025",22,False
2025,D2,women,200,33,"White, Alexis",SR-4,CSUSB,23.75,2025 CCAA Track & Field Championships / Pollo Campero,"May 1, 2025",22,False
2025,D2,women,200,34,"Crawford, Jasmyn",SR-4,CUI,23.79,APU Franson Last Chance,"May 8, 2025",22,False
2025,D2,women,200,35,"Horton, Gaby",JR-3,Colorado Mesa,23.81,2025 RMAC Outdoor Track & Field Championship,"Apr 25, 2025",22,False
2025,D2,women,200,35,"Caiola, Hannah",JR-3,So. Conn. St.,23.81,2025 NEICAAA Outdoor Track & Field Championship,"May 10, 2025",22,False
2025,D2,women,200,37,"Powell, Kacian",SO-2,New Mexico Highlands,23.82,2025 RMAC Outdoor Track & Field Championship,"Apr 25, 2025",22,False
2025,D2,women,200,38,"Lewis, Nevaeh",FR-1,Tiffin,23.83,G-MAC Outdoor Track & Field Championships,"Apr 30, 2025",22,False
2025,D2,women,200,38,"Obour, Grace",JR-3,Minnesota State,23.83,Minnesota State Open,"Apr 12, 2025",22,False
2025,D2,women,200,40,"Hill, Hannah",SR-4,North Greenville,23.84,2025 Conference Carolinas Outdoor Track& Field Championship,"Apr 24, 2025",22,False
2025,D2,women,200,41,"Badrani, Rasha",JR-3,San Marcos,23.85,Triton Invite,"Apr 4, 2025",22,False
2025,D2,women,200,42,"Cox, Shanice",JR-3,Tusculum,23.89,2025 Aggie Invitational,"Apr 18, 2025",22,False
2025,D2,women,200,42,"Miller, Trinity",SR-4,Azusa Pacific,23.89,Triton Invite,"Apr 4, 2025",22,False
2025,D2,women,200,44,"Brown, Sarai",JR-3,Maryville (Mo.),23.91,GLVC Track and Field Championships,"May 1, 2025",22,False
2025,D2,women,200,45,"Gilyard, Dasia",SR-4,Albany State,23.94,SIAC TRACK AND FIELD CHAMPIONSHIPS 2025,"Apr 23, 2025",22,False
2025,D2,women,200,46,"Werner, Tayen",FR-1,U-Mary,23.95,NSIC Outdoor Championship,"May 8, 2025",22,False
2025,D2,women,200,47,"Benloss, Brianna",SO-2,Winston-Salem St.,23.96,CIAA Outdoor Track and Field Championship 2025,"May 2, 2025",22,False
