year,division,gender,event_code,place,athlete,class_year,team,time,meet,meet_date,qualifying_cutoff,qualifies
2018,D1,men,200,1,"Norman, Michael",SO-2,USC,19.84,2018 Pac-12 Track & Field Championships,"May 12, 2018",48,True
2018,D1,men,200,2,"Ewers, Andre",JR-3,Florida State,19.98,ACC Outdoor Championships,"May 10, 2018",48,True
2018,D1,men,200,3,"Titi, Ncincilili",SR-4,South Carolina,20.0,USC Open,"Apr 21, 2018",48,True
2018,D1,men,200,4,"Hall, Elijah",SR-4,Houston,20.11,Home Depot Clyde Littlefield Texas Relays,"Mar 28, 2018",48,True
2018,D1,men,200,5,"Oduduru, Divine",SO-2,Texas Tech,20.13,Big 12 Conference Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,6,"Williams, Kendal",JR-3,Georgia,20.15,SEC Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,7,"Flournoy, Jaron",JR-3,LSU,20.23,LSU Invitational,"Apr 28, 2018",48,True
2018,D1,men,200,8,"Bacon, Jaylen",SR-4,Arkansas State,20.25,Sun Belt Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,8,"Williams, Mustaqeem",JR-3,Tennessee,20.25,SEC Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,10,"Gillespie, Cravon",JR-3,Oregon,20.26,2018 Pac-12 Track & Field Championships,"May 12, 2018",48,True
2018,D1,men,200,11,"Morris, Julius",SR-4,Western Kentucky,20.32,2018 Conference USA Outdoor Track & Field Championships,"May 10, 2018",48,True
2018,D1,men,200,12,"Walter, Keitavious",JR-3,Alabama,20.33,SEC Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,13,"Jefferson, Chris",JR-3,Sam Houston St.,20.37,Southland Conference Outdoor Track & Field Championships,"May 4, 2018",48,True
2018,D1,men,200,14,"Harrison, Eric",FR-1,Ohio State,20.39,Big Ten Championships,"May 11, 2018",48,True
2018,D1,men,200,14,"Allen, Nathon",SO-2,Auburn,20.39,Tiger Track Classic 2018,"Apr 13, 2018",48,True
2018,D1,men,200,16,"Laird, Terrance",FR-1,Penn State,20.41,Florida Relays,"Mar 29, 2018",48,True
2018,D1,men,200,17,"Rowe, Rodney",JR-3,N. Carolina A&T,20.42,MEAC Outdoor Track & Field Championships,"May 3, 2018",48,True
2018,D1,men,200,18,"Reese, Riak",SR-4,Kent State,20.43,Florida Relays,"Mar 29, 2018",48,True
2018,D1,men,200,19,"Quinn, Devin",JR-3,Illinois,20.45,Ole Miss Classic,"Mar 31, 2018",48,True
2018,D1,men,200,20,"Peebles, Dylan",SO-2,North Carolina St.,20.46,UF Tom Jones Memorial,"Apr 13, 2018",48,True
2018,D1,men,200,20,"Resais , Cliff",SR-4,SE Louisiana,20.46,Southland Conference Outdoor Track & Field Championships,"May 4, 2018",48,True
2018,D1,men,200,22,"James, Amir",SR-4,Northwestern St.,20.47,Southland Conference Outdoor Track & Field Championships,"May 4, 2018",48,True
2018,D1,men,200,23,"Montgomery, Kahmari",JR-3,Houston,20.48,The American Outdoor Track & Field Championships,"May 11, 2018",48,True
2018,D1,men,200,23,"Burke, Mario",JR-3,Houston,20.48,The American Outdoor Track & Field Championships,"May 11, 2018",48,True
2018,D1,men,200,25,"Smith, Terrell",SR-4,Kansas State,20.49,Texas Tech Corky/Crofoot Shootout,"Apr 27, 2018",48,True
2018,D1,men,200,26,"Hudson, Andrew",JR-3,Texas Tech,20.51,Big 12 Conference Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,26,"Girk, Ryan",SR-4,Grand Canyon,20.51,Western Athletic Conference Outdoor Track and Field Champion,"May 9, 2018",48,True
2018,D1,men,200,26,"Guevara, Asa",SR-4,UTEP,20.51,2018 Desert Heat Classic,"Apr 28, 2018",48,True
2018,D1,men,200,29,"Igbokwe, Obi",JR-3,Arkansas,20.52,SEC Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,29,"Cotton, Kenzo",SR-4,Arkansas,20.52,SEC Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,31,"Richard, Tyrell",JR-3,South Carolina St.,20.53,MEAC Outdoor Track & Field Championships,"May 3, 2018",48,True
2018,D1,men,200,31,"Larkins, Micah",JR-3,Northwestern St.,20.53,Southland Conference Outdoor Track & Field Championships,"May 4, 2018",48,True
2018,D1,men,200,33,"Patterson, Shannon",JR-3,North Carolina St.,20.54,ACC Outdoor Championships,"May 10, 2018",48,True
2018,D1,men,200,34,"Devonish, Anderson",SR-4,Illinois State,20.55,2018 MVC Outdoor Track & Field Championships,"May 11, 2018",48,True
2018,D1,men,200,34,"Gray, Nick",JR-3,Ohio State,20.55,Big Ten Championships,"May 11, 2018",48,True
2018,D1,men,200,34,"Kemp, Demek",JR-3,South Carolina St.,20.55,USC Open,"Apr 21, 2018",48,True
2018,D1,men,200,37,"West, McKinely",JR-3,Southern Miss.,20.56,2018 Conference USA Outdoor Track & Field Championships,"May 10, 2018",48,True
2018,D1,men,200,37,"McConico, Kwantreyl",JR-3,Tennessee,20.56,Florida Relays,"Mar 29, 2018",48,True
2018,D1,men,200,39,"Howell, Renard",SR-4,LSU,20.57,LSU Invitational,"Apr 28, 2018",48,True
2018,D1,men,200,39,"James, Tre",SO-2,Southern Utah,20.57,Big Sky Outdoor Track & Field Championships,"May 8, 2018",48,True
2018,D1,men,200,41,"Shinnick, Zach",FR-1,USC,20.58,USC Power 5 Challenge,"Mar 23, 2018",48,True
2018,D1,men,200,42,"Mosby, Correion",JR-3,LSU,20.59,LSU Invitational,"Apr 28, 2018",48,True
2018,D1,men,200,42,"Hayes, Jared",FR-1,Troy,20.59,Sun Belt Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,44,"Woodard, Antonio",SO-2,Iowa,20.61,2018 Willie Williams Classic - College/Open,"Mar 16, 2018",48,True
2018,D1,men,200,44,"St Hillaire, Dwight",FR-1,Kentucky,20.61,Florida Relays,"Mar 29, 2018",48,True
2018,D1,men,200,44,"Willis, Maxwell",SO-2,Baylor,20.61,Big 12 Conference Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,47,"Harris, Micaiah",FR-1,Texas,20.62,Big 12 Conference Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,men,200,47,"Williams, Waseem",SO-2,Purdue,20.62,2018 Louisville Invitational,"Apr 13, 2018",48,True
2018,D1,men,200,49,"Amoah, Joseph",SO-2,Coppin State,20.63,MEAC Outdoor Track & Field Championships,"May 3, 2018",48,False
2018,D1,men,200,49,"Okeze, Charles",JR-3,Arkansas-Little Rock,20.63,ASU Red Wolf Open,"Apr 20, 2018",48,False
2018,D1,men,200,51,"Kowalchuk, Karson",SO-2,Miss State,20.64,SEC Outdoor Track and Field Championships,"May 11, 2018",48,False
2018,D1,men,200,51,"Sani-Brown, Hakim",FR-1,Florida,20.64,National Relay Championships,"Apr 27, 2018",48,False
2018,D1,men,200,53,"Moffett, Malik",SR-4,Penn State,20.65,Big Ten Championships,"May 11, 2018",48,False
2018,D1,men,200,54,"Timpson, Jr, Michael",JR-3,Florida,20.66,UF Tom Jones Memorial,"Apr 13, 2018",48,False
2018,D1,men,200,55,"Lamb, Cordell",SR-4,Clemson,20.67,ACC Outdoor Championships,"May 10, 2018",48,False
2018,D1,men,200,55,"Maguranyanga, Kundai",FR-1,Drake,20.67,2018 MVC Outdoor Track & Field Championships,"May 11, 2018",48,False
2018,D1,men,200,57,"Ross, Elijah",SR-4,Arkansas State,20.68,Sun Belt Outdoor Track and Field Championships,"May 11, 2018",48,False
2018,D1,men,200,58,"Flowers, Darrion",JR-3,TCU,20.69,Big 12 Conference Outdoor Track and Field Championships,"May 11, 2018",48,False
2018,D1,men,200,59,"Davis, Josh",JR-3,Alabama State,20.7,SWAC Outdoor Track and Field Championship,"May 4, 2018",48,False
2018,D1,men,200,59,"Johnson, Jabari",SO-2,Appalachian State,20.7,Sun Belt Outdoor Track and Field Championships,"May 11, 2018",48,False
2018,D1,men,200,59,"Smith, Xavier",SR-4,Penn State,20.7,Big Ten Championships,"May 11, 2018",48,False
2018,D1,men,200,62,"Jones-Roundtree, Ade",FR-1,Pittsburgh,20.71,ACC Outdoor Championships,"May 10, 2018",48,False
2018,D1,men,200,62,"Williams, Jordan",SO-2,Bethune-Cookman,20.71,MEAC Outdoor Track & Field Championships,"May 3, 2018",48,False
2018,D1,men,200,62,"Matiyenga, Tinotenda",FR-1,TCU,20.71,Big 12 Conference Outdoor Track and Field Championships,"May 11, 2018",48,False
2018,D1,men,200,65,"London, Wil",JR-3,Baylor,20.72,Texas Invitational,"Apr 13, 2018",48,False
2018,D1,men,200,66,"Walker , Jelani",FR-1,Kentucky,20.73,Florida Relays,"Mar 29, 2018",48,False
2018,D1,men,200,66,"Trimble, Jamiel",SR-4,Air Force,20.73,Home Depot Clyde Littlefield Texas Relays,"Mar 28, 2018",48,False
2018,D1,men,200,66,"Clark, Ryan",JR-3,Florida,20.73,SEC Outdoor Track and Field Championships,"May 11, 2018",48,False
2018,D1,men,200,66,"Persiado, Imri",SO-2,Memphis,20.73,ASU Red Wolf Open,"Apr 20, 2018",48,False
2018,D1,men,200,70,"Hislop, Akanni",SO-2,LSU,20.74,Miami Hurricane Collegiate Invitational,"Apr 14, 2018",48,False
2018,D1,men,200,71,"Richemond, Alexander",SR-4,Southern Miss.,20.75,2018 Conference USA Outdoor Track & Field Championships,"May 10, 2018",48,False
2018,D1,men,200,72,"Waters, Juston",SR-4,Miss State,20.76,Mississippi State Bulldog Relays,"Mar 23, 2018",48,False
2018,D1,men,200,72,"Strother, Nathan",SR-4,Tennessee,20.76,National Relay Championships,"Apr 27, 2018",48,False
2018,D1,men,200,74,"Thompson, Jahnoy",JR-3,LSU,20.77,Miami Hurricane Collegiate Invitational,"Apr 14, 2018",48,False
2018,D1,men,200,75,"Stewart, Trevor",FR-1,N. Carolina A&T,20.78,MEAC Outdoor Track & Field Championships,"May 3, 2018",48,False
2018,D1,men,200,75,"DeMoss, Davon",JR-3,Memphis,20.78,The American Outdoor Track & Field Championships,"May 11, 2018",48,False
2018,D1,men,200,77,"Hazel, Warren",SR-4,Southern Illinois,20.81,2018 MVC Outdoor Track & Field Championships,"May 11, 2018",48,False
2018,D1,men,200,77,"Cunningham, Quashawn",JR-3,North Carolina St.,20.81,UF Tom Jones Memorial,"Apr 13, 2018",48,False
2018,D1,men,200,79,"Lewis, Gordon",FR-1,N.C. Central,20.82,MEAC Outdoor Track & Field Championships,"May 3, 2018",48,False
2018,D1,men,200,80,"Daniel, Rieker",FR-1,Oregon,20.83,2018 Desert Heat Classic,"Apr 28, 2018",48,False
2018,D1,men,200,80,"Dickson, Michael",JR-3,N. Carolina A&T,20.83,MEAC Outdoor Track & Field Championships,"May 3, 2018",48,False
2018,D1,men,200,82,"Alexander, Nicholas",FR-1,Houston,20.84,Tom Tellez Invitational,"May 4, 2018",48,False
2018,D1,men,200,82,"Ford, Alize",SO-2,Alabama,20.84,UF Tom Jones Memorial,"Apr 13, 2018",48,False
2018,D1,men,200,84,"Michael-Khensu, Jabari",SO-2,Pittsburgh,20.85,ACC Outdoor Championships,"May 10, 2018",48,False
2018,D1,men,200,84,"Zapata, Alejandro",JR-3,Liberty,20.85,Liberty Twilight Qualifier,"May 2, 2018",48,False
2018,D1,men,200,84,"Slone, Taron",SR-4,Akron,20.85,Univ. of Akron - Campbell/Wright Open,"May 4, 2018",48,False
2018,D1,men,200,87,"Burrell, Cameron",SR-4,Houston,20.86,The American Outdoor Track & Field Championships,"May 11, 2018",48,False
2018,D1,men,200,87,"Williams, Maj",FR-1,Arizona,20.86,40th Annual Aztec Open,"Mar 23, 2018",48,False
2018,D1,men,200,87,"Mokaleng, Derrick",SO-2,TCU,20.86,2018 TCU Invitational,"Mar 16, 2018",48,False
2018,D1,men,200,90,"Ejiakuekwu, Roy",JR-3,Arkansas,20.87,SEC Outdoor Track and Field Championships,"May 11, 2018",48,False
2018,D1,men,200,90,"Reddick, Brandon",SR-4,North Carolina,20.87,ACC Outdoor Championships,"May 10, 2018",48,False
2018,D1,men,200,90,"Salcido, Carlos",JR-3,New Mexico,20.87,Texas Tech Masked Rider Invite,"May 5, 2018",48,False
2018,D1,men,200,93,"Green, DeTorrian",SR-4,Alabama A&M,20.88,SWAC Outdoor Track and Field Championship,"May 4, 2018",48,False
2018,D1,men,200,93,"Hill, Nigel",SR-4,Rhode Island,20.88,2018 Colonial Relays,"Apr 5, 2018",48,False
2018,D1,men,200,95,"Parmley, Tristan",SR-4,Indiana State,20.89,2018 MVC Outdoor Track & Field Championships,"May 11, 2018",48,False
2018,D1,men,200,95,"Henry, Ivan",JR-3,Kansas,20.89,Big 12 Conference Outdoor Track and Field Championships,"May 11, 2018",48,False
2018,D1,men,200,95,"Fife, Jonathan",SO-2,Michigan State,20.89,2018 Louisville Invitational,"Apr 13, 2018",48,False
2021,D2,women,800,1,"Sharon, Bailey",SR-4,Western Colorado,2:05.74,APU Last Chance Twilight,"May 14, 2021",22,True
2021,D2,women,800,2,"Hernandez, Yasmine",JR-3,CSU-Pueblo,2:05.95,Mines Kit Mayer Classic,"Apr 18, 2021",22,True
2021,D2,women,800,3,"Burgos, Elysia",SO-2,Southwest Baptist,2:08.11,13th Annual David Suenram Gorilla Classic,"Apr 10, 2021",22,True
2021,D2,women,800,4,"Streff, Hailey",JR-3,CSU-Pueblo,2:08.13,Mines Pre-Conference Invite,"Apr 24, 2021",22,True
2021,D2,women,800,5,"May, Chrissani",SO-2,Lincoln (Mo.),2:08.29,Rock Chalk Classic,"Apr 30, 2021",22,True
2021,D2,women,800,6,"Cusick, Jessica",SR-4,Western Colorado,2:08.40,Maverick Sun Classic,"Apr 18, 2021",22,True
2021,D2,women,800,7,"Andrus, Serenity",JR-3,Alabama-Huntsville,2:08.87,2021 Al Schmidt Bulldog Relays,"Mar 26, 2021",22,True
2021,D2,women,800,8,"Acheson, Elizabeth",FR-1,U-Mary,2:08.90,2021 NSIC Outdoor Track & Field Meet,"May 13, 2021",22,True
2021,D2,women,800,9,"Reindl, Haleigh",SO-2,Minnesota-Duluth,2:09.22,2021 NSIC Outdoor Track & Field Meet,"May 13, 2021",22,True
2021,D2,women,800,10,"Novak, Natalia",JR-3,Academy of Art,2:09.57,2021 PacWest Track & Field Championships,"Apr 30, 2021",22,True
2021,D2,women,800,10,"McSweeney, Quincy",SR-4,NW Missouri,2:09.57,2021 Loper Twilight #1,"May 15, 2021",22,True
2021,D2,women,800,12,"Lawrence, Nicole",SO-2,Adams State,2:09.68,RMAC Outdoor Track & Field Championships,"Apr 30, 2021",22,True
2021,D2,women,800,13,"Kuipers, Michelle",FR-1,Colo. Christian,2:09.92,Mines FRIDAY Last Chance,"May 14, 2021",22,True
2021,D2,women,800,14,"Chapko, Taryn",FR-1,Grand Valley St.,2:09.97,GLIAC Outdoor Track & Field Championships,"May 5, 2021",22,True
2021,D2,women,800,15,"Wright, Aryelle",FR-1,Colorado Mines,2:10.03,RMAC Outdoor Track & Field Championships,"Apr 30, 2021",22,True
2021,D2,women,800,16,"Szarzynska, Kinga",JR-3,Harding,2:10.09,93rd Clyde Littlefield Texas Relays,"Mar 25, 2021",22,True
2021,D2,women,800,17,"Parsons, Stefanie",SO-2,Edinboro,2:10.33,Mountain Cat Last Chance,"May 1, 2021",22,True
2021,D2,women,800,18,"Blake, Bailey",FR-1,NW Missouri,2:10.70,2021 Loper Twilight #1,"May 15, 2021",22,True
2021,D2,women,800,19,"Beckford, Kelly-Ann",JR-3,Lincoln (Mo.),2:10.93,Rock Chalk Classic,"Apr 30, 2021",22,True
2021,D2,women,800,20,"Campbell, Kimone",FR-1,Lincoln (Mo.),2:10.97,Rock Chalk Classic,"Apr 30, 2021",22,True
2021,D2,women,800,21,"Smith, Mikaela",JR-3,Fresno Pacific,2:11.05,Fresno St Invitational,"Apr 23, 2021",22,True
2021,D2,women,800,22,"Ledesma, Marian",SO-2,Azusa Pacific,2:11.09,APU Last Chance Twilight,"May 14, 2021",22,True
2021,D2,women,800,23,"Beckwith, Ukeyvia",JR-3,Embry-Riddle,2:11.10,2021 Mount Olive First Chance and Multi,"May 14, 2021",22,False
2021,D2,women,800,24,"Dykes, Delanie",FR-1,NW Missouri,2:11.34,UCM Vernon Kennedy Invite,"May 1, 2021",22,False
2021,D2,women,800,25,"Fuerst, Morgan",JR-3,Saginaw Valley,2:11.66,GLIAC Outdoor Track & Field Championships,"May 5, 2021",22,False
2021,D2,women,800,26,"Salmans, Emily",SO-2,Fort Hays St.,2:11.68,2021 Loper Twilight #1,"May 15, 2021",22,False
2021,D2,women,800,27,"Ritter, Celine",JR-3,Lee (Tenn.),2:11.83,Flames Invitational,"Apr 9, 2021",22,False
2021,D2,women,800,28,"Rising, Ellie",FR-1,Seattle Pacific,2:11.91,Ken Shannon Invitational 2021,"May 7, 2021",22,False
2015,D3,women,"10,000",1,"Loeb, Frances",SR-4,Johns Hopkins,34:42.63,Raleigh Relays,"Mar 27, 2015",22,True
2015,D3,women,"10,000",2,"Masterson, Abrah",SO-2,Cornell College,35:06.85,2015 Drake Relays presented by Hy-Vee,"Apr 22, 2015",22,True
2015,D3,women,"10,000",3,"Mostatabi, Sara",SR-4,Claremont-Mudd-Scripps,35:29.43,Mt. SAC Relays,"Apr 16, 2015",22,True
2015,D3,women,"10,000",4,"Mead, Laura",JR-3,Wis.-La Crosse,35:35.95,2015 Drake Relays presented by Hy-Vee,"Apr 22, 2015",22,True
2015,D3,women,"10,000",5,"Gottlieb	, Bridget",FR-1,Johns Hopkins,35:36.40,Raleigh Relays,"Mar 27, 2015",22,True
2015,D3,women,"10,000",6,"Pepin, Gabrielle",JR-3,St. Thomas (Minn.),35:39.63,2015 Drake Relays presented by Hy-Vee,"Apr 22, 2015",22,True
2015,D3,women,"10,000",7,"Campbell, Catie",SR-4,Mount Union,35:42.56,Raleigh Relays,"Mar 27, 2015",22,True
2015,D3,women,"10,000",8,"Drapeau, Alyssa",SO-2,Oneonta,35:47.32,2015 Penn Relays,"Apr 23, 2015",22,True
2015,D3,women,"10,000",9,"Danner, Sarah",SR-4,Calvin,35:53.44,49th Hillsdale College GINA Relays,"Apr 23, 2015",22,True
2015,D3,women,"10,000",10,"Bettis, Christin",JR-3,Rowan,35:54.55,ECAC Division III Outdoor Track & Field Championships,"May 14, 2015",22,True
2015,D3,women,"10,000",11,"Rutkowski, Sarah",SR-4,Dickinson,36:00.90,Bison Outdoor Classic,"Apr 11, 2015",22,True
2015,D3,women,"10,000",12,"McVay , Elaine",SR-4,MIT,36:01.36,New England DIII Outdoor Track and Field Championships,"Apr 30, 2015",22,True
2015,D3,women,"10,000",12,"Thorn, Kathleen",JR-3,Wis.-Stout,36:01.36,49th Hillsdale College GINA Relays,"Apr 23, 2015",22,True
2015,D3,women,"10,000",14,"Meehan, Sophia",JR-3,Johns Hopkins,36:02.01,Centennial Conference Outdoor Track & Field Championhsips,"May 1, 2015",22,True
2015,D3,women,"10,000",15,"Costanzo, Megan",JR-3,North Central (Ill.),36:05.13,2015 Wheaton Invitational,"Apr 1, 2015",22,True
2015,D3,women,"10,000",16,"Walsh, Adrian",SO-2,Middlebury,36:06.08,NEICAAA Track and Field Outdoor Championship,"May 7, 2015",22,True
2015,D3,women,"10,000",17,"Zeinstra, Nicole",JR-3,MIT,36:06.76,NEICAAA Track and Field Outdoor Championship,"May 7, 2015",22,True
2015,D3,women,"10,000",18,"Rabenold, Emily",JR-3,Grove City,36:09.35,ECAC Division III Outdoor Track & Field Championships,"May 14, 2015",22,True
2015,D3,women,"10,000",19,"Trant, Shannon",JR-3,RPI,36:17.78,ECAC Division III Outdoor Track & Field Championships,"May 14, 2015",22,True
2015,D3,women,"10,000",20,"Sinclair, Lexi",JR-3,Amherst,36:18.87,2015 NESCAC Outdoor Track & Field Championships,"Apr 25, 2015",22,True
2015,D3,women,"10,000",21,"Hughes, Ashton",JR-3,Geneseo St.,36:20.46,ECAC Division III Outdoor Track & Field Championships,"May 14, 2015",22,True
2015,D3,women,"10,000",22,"Jordan, Mariah",SO-2,Manchester,36:25.66,Washington University of St. Louis Invitational,"Mar 27, 2015",22,True
2015,D3,women,"10,000",23,"Rick, Alexa",SR-4,Ithaca,36:26.91,2015 Penn Relays,"Apr 23, 2015",22,False
2015,D3,women,"10,000",24,"Kerwin, Sarah Jane",SR-4,Oberlin,36:26.98,Bison Outdoor Classic,"Apr 11, 2015",22,False
2015,D3,women,"10,000",25,"Carlson, Katie",SR-4,Middlebury,36:33.62,NEICAAA Track and Field Outdoor Championship,"May 7, 2015",22,False
2015,D3,women,"10,000",26,"Briskin, Lizzy",SR-4,Amherst,36:40.43,2015 NESCAC Outdoor Track & Field Championships,"Apr 25, 2015",22,False
2015,D3,women,"10,000",27,"Stock, Julia",JR-3,Hope,36:40.85,Michigan Intercollegiate Athletic Association Championships,"Apr 30, 2015",22,False
2015,D3,women,"10,000",28,"Ruckstuhl, Kristen",SR-4,Case Western,36:44.72,W&L Carnival,"Mar 20, 2015",22,False
2015,D3,women,"10,000",29,"Shaw, Jessica",SO-2,Albion,36:51.40,Michigan Intercollegiate Athletic Association Championships,"Apr 30, 2015",22,False
2015,D3,women,"10,000",30,"Roberts, Lauren",JR-3,Redlands,36:53.41,Redlands Last Chance Qualifier,"May 14, 2015",22,False
2015,D3,women,"10,000",31,"Schassberger, Molly",SO-2,Wesleyan,36:56.68,2015 NESCAC Outdoor Track & Field Championships,"Apr 25, 2015",22,False
2015,D3,women,"10,000",32,"Saenz Ruiz, Maggie",JR-3,Loras,36:58.97,2015 Drake Relays presented by Hy-Vee,"Apr 22, 2015",22,False
2015,D3,women,"10,000",33,"Gornisiewicz, Savanna",SO-2,Amherst,37:00.41,New England DIII Outdoor Track and Field Championships,"Apr 30, 2015",22,False
2015,D3,women,"10,000",34,"Dilley, Lauren",SR-4,Wis.-Stevens Point,37:08.75,WIAC Track and Field Outdoor Championships,"May 1, 2015",22,False
2015,D3,women,"10,000",35,"Jay, Elena",SR-4,Bates,37:09.57,2015 NESCAC Outdoor Track & Field Championships,"Apr 25, 2015",22,False
2015,D3,women,"10,000",36,"Milici, Stephanie",SR-4,RIT,37:10.73,ECAC Division III Outdoor Track & Field Championships,"May 14, 2015",22,False
2015,D3,women,"10,000",37,"Luptak, Christina",JR-3,Aurora,37:10.79,2015 Wheaton Invitational,"Apr 1, 2015",22,False
2015,D3,women,"10,000",38,"Gillberg, Mollie",JR-3,Bethel (Minn.),37:16.08,MIAC Outdoor Track & Field Championships,"May 8, 2015",22,False
2015,D3,women,"10,000",39,"Miller, Jess",SR-4,York (Pa.),37:17.88,Bison Outdoor Classic,"Apr 11, 2015",22,False
2015,D3,women,"10,000",40,"Dwyer, Deirdre",SO-2,Oneonta,37:22.32,Bison Outdoor Classic,"Apr 11, 2015",22,False
2015,D3,women,"10,000",41,"Fermoyle, Caitlin",SR-4,Gustavus Adolphus,37:22.51,MIAC Outdoor Track & Field Championships,"May 8, 2015",22,False
2015,D3,women,"10,000",42,"Sundquist, Emily",FR-1,Williams,37:23.31,2015 NESCAC Outdoor Track & Field Championships,"Apr 25, 2015",22,False
2015,D3,women,"10,000",43,"Knott, Alyssa",SR-4,Geneseo St.,37:25.42,2015 Penn Relays,"Apr 23, 2015",22,False
2015,D3,women,"10,000",44,"Gaffner, Hope",JR-3,Calvin,37:31.82,Michigan Intercollegiate Athletic Association Championships,"Apr 30, 2015",22,False
2015,D3,women,"10,000",45,"Eccles, Mary",FR-1,MIT,37:32.10,New England DIII Outdoor Track and Field Championships,"Apr 30, 2015",22,False
2015,D3,women,"10,000",46,"Sonnesyn, Marit",JR-3,Gustavus Adolphus,37:34.82,Hamline Womens Twilight,"Apr 22, 2015",22,False
2015,D3,women,"10,000",47,"Rasmussen, Brooke",FR-1,St. Benedict,37:34.85,MIAC Outdoor Track & Field Championships,"May 8, 2015",22,False
2015,D3,women,"10,000",48,"Riffenburgh, Kelley",SR-4,Haverford,37:39.48,Sam Howell Invitational,"Apr 3, 2015",22,False
2015,D3,women,"10,000",49,"Shurson, Lauren",JR-3,Gustavus Adolphus,37:39.66,Hamline Womens Twilight,"Apr 22, 2015",22,False
2015,D3,women,"10,000",50,"Green, Kiley",JR-3,St. Benedict,37:40.51,MIAC Outdoor Track & Field Championships,"May 8, 2015",22,False
2021,D3,men,400H,1,"Wright, Dallas",JR-3,Wartburg,51.52,Drake Relays,"Apr 22, 2021",22,True
2021,D3,men,400H,2,"Smith, Joel",SO-2,Bethel (Minn.),52.1,2021 MIAC Outdoor Track & Field Championships,"May 14, 2021",22,True
2021,D3,men,400H,3,"McGovern, Andrew",FR-1,Carnegie Mellon,52.49,AARTFC Outdoor Track & Field Championships,"May 19, 2021",22,True
2021,D3,men,400H,4,"Rodgers, Cameron",SO-2,UMass Dartmouth,52.59,NEICAAA Outdoor Track & Field Championships,"May 14, 2021",22,True
2021,D3,men,400H,5,"Sealock, Tyler",SO-2,Bethel (Minn.),52.86,2021 MIAC Outdoor Track & Field Championships,"May 14, 2021",22,True
2021,D3,men,400H,6,"Gladieux, Jake",SO-2,Trine,52.89,"54th Annual Hillsdale College ""GINA"" Relays","Apr 22, 2021",22,True
2021,D3,men,400H,7,"Dimon, Alex",SR-4,Marietta,53.11,Ohio Athletic Conference Outdoor Track & Field Championships,"May 6, 2021",22,True
2021,D3,men,400H,8,"Lundy, Gabe",SO-2,Rochester,53.13,Liberty League West Outdoor T&F Championships,"May 8, 2021",22,True
2021,D3,men,400H,9,"Scott, Shamari",SR-4,Loras,53.14,Augustana College Midwest Twilight Final Qualifier,"May 20, 2021",22,True
2021,D3,men,400H,10,"Cox, Evan",JR-3,Cal Lutheran,53.25,Moorpark Open,"May 14, 2021",22,True
2021,D3,men,400H,11,"Odell, Eli",SO-2,Wheaton (Ill.),53.38,NCC Dr. Keeler Track & Field Meet-2021,"May 13, 2021",22,True
2021,D3,men,400H,12,"Rennette, Michael",JR-3,Otterbein,53.48,2021 Harrison Dillard Twilight,"May 14, 2021",22,True
2021,D3,men,400H,13,"Whitaker, Andrew",SR-4,Washington U.,53.53,NCC Dr. Keeler Track & Field Meet-2021,"May 13, 2021",22,True
2021,D3,men,400H,14,"Oczkowski, Nate",SO-2,Ithaca,53.67,Geneseo Ithaca Rochester Tri,"Apr 17, 2021",22,True
2021,D3,men,400H,15,"Love, Deyton",FR-1,Wartburg,53.69,Augustana College Midwest Twilight Final Qualifier,"May 20, 2021",22,True
2021,D3,men,400H,16,"Coleman, Brody",FR-1,Mount Union,53.7,2021 Harrison Dillard Twilight,"May 14, 2021",22,True
2021,D3,men,400H,17,"Schrang, Jared",JR-3,Wis.-Stevens Point,53.74,WIAC Outdoor Track & Field Championships,"May 7, 2021",22,True
2021,D3,men,400H,18,"Ford, John",JR-3,Wis.-Oshkosh,53.83,NCC Dr. Keeler Track & Field Meet-2021,"May 13, 2021",22,True
2021,D3,men,400H,19,"Kemp, Kelton",,Belhaven,53.92,American Southwest Conference Track & Field Championships,"Apr 29, 2021",22,True
2021,D3,men,400H,20,"Vrtiska, Rudy",SO-2,Nebraska Wesleyan,54.11,South Dakota Tune-up,"May 7, 2021",22,True
2021,D3,men,400H,21,"Jensen, Lance",FR-1,SUNY Geneseo,54.13,Redhawk Capstone Meet,"May 14, 2021",22,True
2021,D3,men,400H,22,"Devito, Joe",FR-1,Rowan,54.14,2021 NJAC Men's Outdoor Track & Field Championships,"May 5, 2021",22,True
2021,D3,men,400H,23,"Boussouf, Elias",JR-3,Johns Hopkins,54.21,2021 Salisbury University Final Qualifying Meet,"May 18, 2021",22,False
